FlightID,TimeDeparture,LengthOfFlight,Airline,DayOfWeek,IsDelayed,TicketPrice
1031,742,102,DL,4,0,37
1031,827,173,DL,2,1,39
1032,1095,105,DL,7,1,32
1032,510,189,FL,5,0,34
1032,1099,101,DL,4,0,37
1033,1074,150,FL,5,0,30
1033,1150,102,DL,1,0,30
1033,960,150,FL,3,0,33
1033,1220,96,DL,2,0,38
1033,1074,150,FL,1,1,40
1033,1074,150,FL,1,1,40
1033,1220,96,DL,5,1,41
1034,1195,162,FL,7,0,30
1034,1195,162,FL,1,1,33
1034,1195,162,FL,4,1,35
1034,1170,162,FL,6,0,36
1034,1061,119,DL,5,1,38
1034,1061,114,DL,1,0,41
1035,516,149,FL,6,0,37
1035,575,115,DL,7,0,40
1036,912,223,DL,1,1,31
1036,912,223,DL,1,1,38
1037,765,126,DL,3,1,33
1038,1319,98,DL,3,1,31
1038,700,149,FL,6,1,34
1038,1315,99,DL,3,0,35
1039,889,137,FL,6,0,30
1039,967,137,FL,3,0,37
1039,450,263,DL,7,1,38
1039,1105,137,FL,6,1,40
1039,976,137,FL,1,0,41
1040,400,169,DL,3,0,32
1040,400,170,DL,5,0,34
1040,745,95,DL,3,1,34
1040,745,95,DL,1,0,36
1040,745,97,DL,6,0,36
1042,525,247,DL,6,0,31
1042,525,247,DL,2,0,31
1042,525,247,DL,7,0,35
1042,525,247,DL,4,0,37
1042,920,155,FL,5,0,37
1042,920,155,FL,3,0,38
1043,723,77,DL,6,1,30
1043,723,77,DL,2,0,31
1043,700,77,DL,3,0,34
1043,723,77,DL,4,1,34
1043,900,158,FL,4,1,34
1043,700,77,DL,3,0,36
1043,879,157,FL,5,0,41
1043,879,157,FL,7,0,41
1044,1160,93,DL,4,0,35
1044,977,137,DL,1,1,36
1044,977,137,DL,7,1,37
1044,1155,89,DL,3,0,37
1044,1160,93,DL,1,1,38
1044,1160,93,DL,6,0,39
1045,865,100,DL,3,0,30
1046,720,213,DL,1,0,35
1046,720,213,DL,2,1,41
1047,665,110,DL,7,0,33
1047,665,110,DL,3,0,37
1047,665,105,DL,4,0,39
1047,665,105,DL,5,0,40
1047,665,110,DL,4,0,40
1048,1050,105,DL,4,1,31
1048,1050,105,DL,5,1,40
1048,710,133,FL,2,0,41
1049,660,163,DL,4,0,32
1049,655,162,DL,1,0,34
1049,480,166,FL,3,0,35
1049,655,165,DL,6,0,39
1049,660,163,DL,6,0,39
1050,855,83,DL,3,0,30
1050,1055,76,DL,5,0,30
1050,1123,156,FL,3,0,31
1050,855,83,DL,2,1,32
1050,1055,76,DL,5,0,32
1050,855,85,DL,7,1,33
1050,1123,156,FL,3,0,35
1050,1123,156,FL,1,0,38
1050,1123,156,FL,4,0,39
1051,825,122,DL,2,1,30
1051,955,143,FL,7,0,34
1051,678,97,DL,4,1,35
1051,825,120,DL,2,1,36
1051,825,122,DL,5,0,37
1051,825,120,DL,1,1,38
1051,870,143,FL,2,1,38
1051,678,97,DL,1,1,39
1051,825,120,DL,3,0,39
1052,715,73,DL,4,0,35
1052,715,73,DL,3,0,35
1053,991,96,DL,3,1,30
1053,991,96,DL,3,0,31
1053,765,120,DL,1,1,34
1053,991,96,DL,4,0,34
1053,991,94,DL,3,1,36
1053,991,94,DL,1,1,39
1053,765,120,DL,4,0,41
1054,1030,158,DL,7,1,33
1054,1030,158,DL,3,0,34
1054,1300,66,DL,5,1,34
1054,1300,65,DL,7,1,36
1054,1030,154,DL,6,1,38
1054,1030,154,DL,1,1,38
1054,1030,158,DL,5,0,38
1055,1185,123,DL,4,0,30
1055,1185,120,DL,2,1,36
1055,1185,123,DL,1,1,36
1055,1185,120,DL,2,1,38
1055,1185,120,DL,3,1,40
1055,1185,123,DL,5,0,40
1056,790,73,DL,3,0,30
1056,790,73,DL,3,0,37
1056,389,231,DL,3,1,39
1057,1040,117,DL,1,1,34
1057,1040,117,DL,3,0,40
1058,1150,115,DL,4,0,30
1058,1155,113,DL,4,0,30
1058,1155,113,DL,4,0,36
1058,1155,111,DL,7,1,37
1058,1150,115,DL,2,1,38
1059,585,138,DL,4,1,34
1059,575,140,DL,2,0,35
1059,575,140,DL,4,0,36
1059,585,138,DL,7,1,39
1060,430,340,DL,5,0,30
1060,435,342,DL,4,0,36
1060,430,340,DL,3,0,38
1061,610,277,DL,4,1,34
1061,625,276,DL,4,0,34
1061,610,277,DL,1,0,35
1061,625,276,DL,5,1,35
1061,610,277,DL,7,1,38
1061,610,277,DL,2,0,40
1062,1090,341,DL,7,1,34
1062,1090,346,DL,3,1,37
1062,1090,346,DL,3,0,37
1063,1360,278,DL,2,1,35
1063,1360,281,DL,6,1,39
1063,1360,278,DL,5,1,41
1064,1103,102,DL,4,1,33
1064,1103,102,DL,1,1,36
1065,565,74,DL,2,1,33
1065,1000,105,DL,2,1,40
1068,856,189,DL,5,0,31
1068,1150,142,DL,6,1,34
1069,1110,94,DL,6,0,30
1069,1110,94,DL,3,1,35
1070,1373,66,DL,4,1,39
1071,400,83,DL,5,0,35
1072,1125,93,DL,6,0,35
1072,1125,90,DL,2,1,36
1072,520,151,FL,5,0,38
1072,520,151,FL,1,1,39
1072,520,151,FL,7,0,40
1072,1125,93,DL,6,0,40
1073,668,139,FL,7,0,35
1073,705,226,DL,2,0,38
1073,705,231,DL,3,0,39
1074,839,159,DL,4,1,36
1074,839,155,DL,2,1,37
1074,839,159,DL,4,1,38
1075,660,87,DL,7,0,31
1075,660,86,DL,1,0,32
1075,660,86,DL,4,0,38
1076,1205,267,DL,5,1,32
1076,870,120,DL,6,1,34
1076,870,120,DL,5,1,34
1076,1205,267,DL,7,1,37
1077,480,196,DL,2,0,35
1077,675,200,DL,1,0,40
1078,495,220,DL,2,0,31
1078,495,220,DL,7,0,32
1078,652,152,FL,3,0,38
1078,475,217,DL,3,0,39
1079,920,360,DL,7,1,30
1079,920,360,DL,1,0,33
1079,839,170,FL,4,0,34
1079,920,360,DL,4,1,34
1079,455,95,DL,3,1,35
1079,837,170,FL,7,0,36
1079,839,170,FL,1,0,36
1079,839,170,FL,5,0,36
1079,837,170,FL,5,0,38
1079,837,170,FL,2,0,39
1079,839,170,FL,5,0,40
1079,839,170,FL,6,0,41
1081,983,138,FL,5,0,35
1081,1175,111,DL,3,1,35
1081,1172,110,DL,5,1,38
1081,1172,110,DL,3,1,38
1081,1175,111,DL,4,1,39
1081,1015,138,FL,7,1,40
1082,765,120,DL,2,1,30
1082,772,123,DL,1,1,32
1082,915,148,FL,5,0,34
1082,765,120,DL,3,0,36
1082,765,120,DL,7,0,38
1083,810,95,DL,2,0,31
1083,810,93,DL,1,1,37
1083,652,257,DL,3,0,38
1083,652,257,DL,1,0,39
1084,360,328,DL,4,1,32
1084,360,326,DL,3,0,34
1084,360,328,DL,5,0,35
1084,360,328,DL,7,0,35
1084,360,326,DL,5,0,40
1085,930,357,DL,1,0,36
1085,930,357,DL,4,1,37
1085,450,95,DL,3,0,38
1085,930,357,DL,5,1,38
1086,555,84,DL,4,0,39
1086,555,84,DL,4,1,41
1087,1105,135,DL,7,0,36
1087,1105,131,DL,1,1,37
1087,1105,135,DL,5,1,39
1087,1105,135,DL,1,1,41
1088,515,175,DL,6,0,41
1089,1305,104,DL,5,1,30
1089,689,76,DL,4,1,31
1089,1305,104,DL,7,1,31
1089,675,138,FL,7,0,33
1089,689,76,DL,4,1,41
1091,420,144,FL,2,0,30
1091,1005,115,DL,6,0,30
1091,430,144,FL,3,0,34
1091,1010,113,DL,1,0,37
1092,385,165,DL,5,0,31
1092,405,165,DL,6,0,32
1092,385,165,DL,2,0,36
1092,385,165,DL,2,0,40
1093,435,100,DL,5,1,35
1093,780,140,FL,2,1,36
1094,1135,165,DL,4,1,31
1094,1135,165,DL,3,1,31
1094,1135,165,DL,3,1,38
1095,345,127,DL,1,0,30
1095,335,127,DL,2,0,38
1095,335,127,DL,7,0,40
1096,1312,111,DL,5,1,31
1096,1312,113,DL,7,1,32
1096,1141,110,DL,4,0,33
1096,1310,110,DL,6,1,37
1096,1141,110,DL,3,0,38
1097,1175,215,DL,3,1,30
1097,920,135,FL,2,0,31
1097,920,135,FL,7,0,32
1097,920,135,FL,7,0,35
1097,1027,102,DL,4,1,36
1097,1027,102,DL,1,1,39
1097,1175,215,DL,7,1,41
1098,735,100,DL,3,1,30
1098,735,100,DL,2,0,32
1098,730,102,DL,6,1,37
1098,1170,139,FL,6,1,37
1098,1139,139,FL,5,0,41
1099,1199,135,FL,2,0,33
1099,445,183,DL,2,1,34
1099,960,135,FL,6,0,37
1099,1199,135,FL,7,1,40
1099,1199,135,FL,5,0,41
1100,595,261,DL,7,0,31
1100,510,160,FL,3,0,32
1100,600,265,DL,7,0,35
1100,440,159,FL,6,0,37
1100,440,159,FL,6,0,37
1100,425,162,FL,4,0,38
1100,595,261,DL,3,1,38
1100,595,261,DL,6,0,40
1100,595,261,DL,3,0,41
1101,565,123,DL,1,1,32
1101,1139,145,FL,7,1,32
1101,1074,143,FL,6,0,34
1101,1129,143,FL,4,0,36
1101,1129,143,FL,1,1,36
1101,570,122,DL,6,0,41
1102,1175,58,DL,6,0,30
1102,812,153,FL,4,0,31
1102,1175,58,DL,1,1,34
1102,818,150,FL,7,1,41
1103,616,143,FL,5,0,30
1103,420,342,DL,1,0,39
1103,639,139,FL,4,0,39
1103,420,342,DL,6,0,40
1103,692,121,DL,5,1,40
1104,1335,366,DL,1,1,33
1105,445,253,DL,4,1,33
1105,700,428,DL,2,1,33
1105,700,428,DL,4,1,34
1105,700,428,DL,2,1,37
1105,445,253,DL,3,1,38
1105,445,258,DL,4,1,39
1105,700,428,DL,3,1,40
1105,700,428,DL,2,0,41
1106,595,248,DL,2,0,30
1106,360,120,DL,4,0,32
1107,1030,311,DL,3,1,32
1107,1035,313,DL,6,1,33
1107,1190,90,DL,6,0,34
1107,1030,311,DL,4,1,36
1107,1030,311,DL,5,1,37
1107,1035,313,DL,4,1,37
1107,1310,95,DL,5,1,37
1107,1310,95,DL,7,1,39
1110,479,81,DL,2,0,31
1110,479,81,DL,7,1,34
1110,479,81,DL,5,0,36
1110,825,103,DL,7,0,36
1110,825,103,DL,5,0,38
1111,1045,81,DL,5,1,32
1112,345,131,DL,5,0,30
1112,522,148,DL,7,0,35
1112,345,129,DL,5,0,39
1112,345,131,DL,3,0,40
1114,1034,252,DL,3,1,30
1114,1034,252,DL,6,1,33
1114,1034,252,DL,3,1,37
1115,420,327,DL,1,0,31
1115,420,327,DL,5,1,37
1115,420,327,DL,4,1,39
1115,420,327,DL,1,1,39
1115,420,327,DL,6,1,41
1115,420,327,DL,3,1,41
1116,713,74,DL,5,0,30
1116,709,70,DL,5,1,32
1116,890,96,DL,6,1,38
1117,1295,267,DL,7,0,30
1117,1300,270,DL,2,0,32
1117,1300,270,DL,1,1,40
1117,1295,267,DL,4,0,41
1117,1300,270,DL,6,1,41
1118,975,103,DL,3,1,34
1118,975,103,DL,5,0,40
1119,1000,94,DL,2,0,34
1120,655,162,FL,1,0,30
1120,1219,67,DL,3,0,30
1120,1050,89,DL,1,0,31
1120,1219,67,DL,7,0,36
1120,655,162,FL,4,0,41
1121,777,165,FL,2,0,30
1121,670,214,DL,6,0,31
1121,777,165,FL,6,0,32
1121,440,300,DL,2,0,37
1121,758,166,FL,5,1,38
1121,440,300,DL,1,0,40
1121,440,300,DL,4,0,41
1121,670,214,DL,2,1,41
1122,665,110,DL,2,0,41
1122,670,105,DL,3,0,41
1123,520,218,DL,2,0,37
1123,520,216,DL,4,0,39
1123,520,216,DL,6,0,40
1124,1230,84,DL,3,0,33
1124,1230,84,DL,1,1,39
1125,760,182,DL,2,0,31
1125,375,116,DL,7,0,37
1125,760,182,DL,3,0,37
1126,841,94,DL,4,1,30
1126,654,78,DL,3,0,37
1127,900,111,DL,6,1,38
1128,1041,122,DL,2,0,31
1130,945,85,DL,7,1,34
1130,945,83,DL,6,0,40
1131,1113,136,DL,4,1,30
1131,1366,59,DL,5,1,35
1131,1113,136,DL,5,1,37
1131,1113,136,DL,1,0,38
1131,1366,60,DL,4,1,41
1132,810,197,DL,2,1,30
1132,1215,78,DL,1,1,32
1132,1215,78,DL,1,1,37
1132,810,197,DL,6,0,40
1132,1215,78,DL,5,1,41
1133,1130,90,DL,1,0,35
1133,1130,90,DL,7,1,37
1133,1130,90,DL,4,1,41
1134,460,184,FL,5,0,32
1134,460,179,FL,1,0,35
1134,460,179,FL,4,0,36
1134,460,184,FL,7,1,38
1134,420,90,DL,4,0,41
1134,460,184,FL,1,0,41
1134,460,184,FL,5,0,41
1135,1183,157,FL,5,1,32
1135,1185,95,DL,7,0,33
1135,1183,157,FL,6,0,35
1135,1185,97,DL,3,1,36
1135,1185,95,DL,5,0,39
1135,1189,151,FL,1,0,39
1135,1185,95,DL,5,0,41
1136,510,220,DL,7,0,30
1137,600,158,FL,5,0,30
1137,515,158,FL,3,0,33
1137,515,158,FL,5,0,35
1137,515,158,FL,7,0,40
1137,655,219,DL,4,0,40
1138,688,167,FL,5,1,32
1138,1134,95,DL,1,1,32
1138,1135,99,DL,3,1,32
1138,1134,95,DL,3,1,35
1139,1060,117,DL,6,0,31
1139,1060,117,DL,5,0,32
1139,1245,54,DL,4,0,34
1139,1245,54,DL,5,0,41
1140,1130,94,DL,4,1,40
1140,1130,96,DL,3,1,41
1141,480,173,FL,2,0,30
1142,1150,172,DL,7,0,31
1142,1150,172,DL,4,0,32
1142,1185,165,DL,4,0,33
1142,688,178,FL,6,0,34
1142,665,178,FL,2,0,35
1142,688,178,FL,4,0,37
1143,450,100,DL,5,0,35
1143,450,100,DL,4,0,36
1143,330,72,DL,1,0,39
1143,1175,214,DL,2,1,39
1144,1233,150,DL,5,1,30
1144,1230,148,DL,2,0,33
1144,1230,148,DL,1,1,38
1146,1366,64,DL,2,1,36
1146,955,113,FL,6,0,37
1146,955,113,FL,2,0,41
1146,1165,83,DL,7,0,41
1146,1165,83,DL,3,1,41
1147,820,105,DL,6,0,32
1147,820,104,DL,3,0,34
1147,1079,121,FL,2,0,38
1147,820,104,DL,6,1,39
1148,1140,65,DL,7,1,30
1148,1140,65,DL,6,0,31
1148,1150,70,DL,1,0,36
1148,1140,65,DL,3,0,38
1148,1150,70,DL,7,0,38
1149,1080,369,DL,4,1,32
1149,1012,353,DL,7,1,34
1149,1012,353,DL,5,1,35
1150,420,156,FL,6,0,31
1150,420,156,FL,3,0,33
1150,454,156,FL,2,0,33
1150,480,328,DL,1,0,34
1150,495,320,DL,3,0,40
1151,1070,350,DL,5,0,30
1151,1060,330,DL,7,1,31
1151,855,250,DL,6,0,34
1151,855,250,DL,2,1,36
1151,855,251,DL,3,1,36
1151,1060,330,DL,5,1,39
1152,1410,299,DL,1,1,30
1152,1410,299,DL,5,1,40
1152,1405,311,DL,5,1,41
1152,1410,299,DL,1,1,41
1153,500,107,DL,7,0,33
1153,1055,185,DL,7,1,39
1153,1055,185,DL,7,1,39
1154,676,150,FL,2,1,38
1154,1300,135,DL,5,1,38
1154,1300,138,DL,1,1,40
1155,1306,71,DL,4,1,34
1155,991,150,FL,5,0,39
1155,1306,71,DL,6,0,39
1155,1312,71,DL,4,0,40
1156,985,150,FL,7,0,34
1156,480,114,DL,4,0,35
1156,480,114,DL,1,0,37
1156,480,114,DL,3,1,40
1156,480,114,DL,5,0,40
1156,480,114,DL,6,0,41
1157,360,110,DL,6,0,31
1157,515,102,DL,4,0,31
1157,360,110,DL,7,0,33
1157,360,110,DL,1,0,39
1158,650,111,DL,6,0,33
1158,650,113,DL,7,0,39
1159,1170,163,DL,1,1,36
1159,1024,99,DL,1,1,37
1159,1023,101,DL,7,1,38
1159,1023,101,DL,7,0,38
1160,785,112,DL,4,0,31
1160,1020,193,DL,7,1,35
1160,1020,193,DL,5,1,37
1161,1130,306,DL,7,0,32
1161,1135,303,DL,4,1,37
1161,1140,306,DL,1,1,38
1161,1140,306,DL,6,0,41
1162,389,91,DL,2,0,41
1163,420,128,DL,7,0,34
1163,420,128,DL,5,0,35
1163,420,128,DL,3,0,39
1164,995,122,DL,1,0,31
1164,998,122,DL,1,0,32
1165,435,103,DL,5,0,40
1166,730,144,DL,3,0,37
1167,980,300,DL,6,0,35
1168,1360,285,DL,3,1,30
1168,1360,285,DL,5,1,32
1168,1360,285,DL,7,1,38
1168,1360,285,DL,2,1,39
1169,445,350,DL,2,0,32
1169,445,357,DL,2,0,36
1169,445,350,DL,5,0,40
1170,800,170,DL,7,1,37
1170,1160,100,DL,3,1,37
1171,1046,127,DL,5,1,31
1171,1041,128,DL,4,1,33
1171,1225,99,DL,2,0,38
1171,1041,128,DL,2,1,39
1172,635,100,FL,7,0,34
1172,815,100,DL,6,1,41
1173,1035,94,FL,3,1,30
1173,360,159,DL,1,0,37
1173,1035,94,FL,7,1,39
1173,1029,95,FL,5,1,40
1173,1029,95,FL,7,0,41
1174,360,85,DL,7,1,33
1174,360,85,DL,5,0,37
1174,360,85,DL,6,1,39
1175,595,136,DL,1,1,32
1175,595,136,DL,7,1,34
1175,595,126,DL,3,0,40
1175,595,136,DL,5,0,40
1177,735,93,DL,4,0,31
1177,735,95,DL,6,0,34
1177,735,95,DL,3,0,36
1178,908,122,DL,3,0,34
1178,935,164,FL,5,0,34
1178,908,122,DL,2,1,35
1178,935,164,FL,7,0,35
1178,949,170,FL,4,1,36
1178,1135,60,DL,1,0,39
1178,949,170,FL,5,0,40
1178,1135,58,DL,2,1,40
1178,1135,58,DL,1,1,40
1179,434,99,DL,4,0,35
1179,1159,162,FL,3,1,38
1179,1140,162,FL,5,0,40
1180,949,165,FL,4,1,35
1180,949,165,FL,2,1,38
1180,1000,165,FL,1,1,38
1180,991,165,FL,7,0,39
1180,1035,254,DL,5,0,39
1180,991,165,FL,6,0,41
1181,360,110,DL,1,0,32
1181,809,155,FL,4,0,32
1181,761,153,FL,3,0,34
1181,360,118,DL,7,0,36
1181,778,153,FL,2,0,36
1181,360,115,DL,6,0,37
1181,761,153,FL,2,0,37
1181,360,115,DL,5,0,40
1181,778,153,FL,5,0,40
1181,801,155,FL,6,0,41
1182,1200,170,DL,3,0,30
1182,955,116,DL,5,1,31
1182,955,116,DL,3,1,35
1182,1198,166,DL,6,1,37
1183,405,135,DL,1,0,36
1183,405,135,DL,4,0,38
1183,405,135,DL,5,0,38
1184,525,160,FL,5,0,41
1184,645,262,DL,5,0,41
1185,740,160,FL,4,0,31
1185,754,160,FL,5,0,33
1185,1044,314,DL,5,0,34
1185,754,160,FL,2,0,36
1185,740,160,FL,1,1,39
1186,772,78,DL,1,1,32
1186,772,78,DL,7,1,33
1187,591,155,FL,1,0,30
1187,612,155,FL,3,0,30
1187,612,155,FL,6,0,32
1187,591,155,FL,3,1,34
1187,591,155,FL,6,0,37
1187,450,141,DL,5,0,39
1187,450,142,DL,4,0,40
1187,591,155,FL,3,1,41
1188,1295,137,DL,6,1,33
1188,1295,137,DL,1,1,34
1188,1051,137,DL,4,0,37
1188,1295,137,DL,1,0,37
1188,1295,137,DL,7,0,37
1188,1295,137,DL,7,1,37
1188,1050,90,DL,4,0,39
1188,1051,137,DL,2,0,39
1188,1295,137,DL,3,1,40
1189,1060,294,DL,6,0,39
1189,1060,294,DL,4,0,40
1189,1070,294,DL,3,0,41
1190,410,122,DL,3,0,34
1190,410,122,DL,5,1,36
1190,410,122,DL,7,1,41
1190,410,122,DL,2,0,41
1192,385,103,DL,4,0,30
1192,620,240,DL,7,0,30
1192,385,103,DL,3,0,32
1192,615,249,DL,7,0,33
1192,385,103,DL,4,0,36
1192,385,103,DL,5,0,37
1192,385,103,DL,7,0,39
1192,620,240,DL,5,0,41
1193,1150,113,DL,4,1,31
1193,1154,113,DL,4,1,32
1194,1035,113,DL,4,0,36
1194,1035,113,DL,4,0,40
1195,845,104,DL,2,0,40
1196,826,314,DL,4,0,34
1196,826,314,DL,3,0,37
1196,836,309,DL,7,1,40
1197,525,351,DL,4,1,39
1199,920,107,DL,4,1,30
1200,595,163,DL,3,1,32
1200,595,163,DL,5,0,34
1200,617,165,FL,4,1,38
1200,595,163,DL,5,0,39
1200,595,163,DL,5,0,40
1201,495,255,DL,6,0,32
1201,505,251,DL,5,1,32
1201,505,251,DL,5,0,34
1201,505,251,DL,5,1,36
1201,505,251,DL,1,1,37
1202,738,112,DL,5,1,34
1202,738,112,DL,7,0,37
1202,882,180,FL,4,1,38
1202,882,180,FL,2,0,38
1202,885,180,FL,6,0,41
1203,555,235,DL,2,1,34
1203,555,235,DL,5,1,37
1203,810,164,FL,1,0,37
1203,810,164,FL,2,0,39
1203,810,164,FL,7,0,40
1203,810,164,FL,3,1,41
1204,634,81,DL,5,0,30
1204,420,72,DL,3,0,38
1204,966,174,FL,3,0,39
1205,430,185,DL,3,0,33
1205,430,185,DL,3,1,34
1206,1315,100,DL,5,1,30
1206,430,126,FL,2,0,32
1206,430,126,FL,5,0,33
1206,430,126,FL,2,0,34
1206,1079,131,DL,3,0,35
1206,1079,131,DL,2,0,35
1206,1079,131,DL,3,0,35
1206,795,225,DL,2,1,38
1206,1315,100,DL,7,1,40
1206,1079,131,DL,4,1,41
1207,935,119,DL,5,0,30
1207,935,123,DL,5,0,30
1207,935,123,DL,4,0,31
1208,838,203,DL,6,0,34
1209,1255,108,FL,1,0,30
1209,390,342,DL,2,0,37
1209,1255,108,FL,3,0,39
1209,1265,108,FL,4,1,39
1210,600,274,DL,3,0,37
1211,420,137,DL,3,1,35
1211,420,137,DL,1,1,40
1211,445,125,DL,1,0,41
1212,1400,304,DL,7,1,30
1212,465,220,DL,3,0,31
1212,380,220,DL,6,0,32
1212,1355,310,DL,7,1,34
1212,1400,304,DL,1,1,36
1212,465,220,DL,2,0,37
1212,1400,304,DL,2,1,41
1213,940,144,DL,3,1,30
1213,1130,97,DL,7,1,34
1213,936,143,DL,1,1,37
1213,1130,95,DL,4,1,39
1214,1200,92,DL,4,0,34
1214,1200,92,DL,3,0,37
1215,1049,326,DL,2,1,30
1215,1049,326,DL,1,1,38
1215,1050,329,DL,3,1,41
1216,1165,166,FL,7,0,30
1216,1203,166,FL,5,1,30
1216,1030,275,DL,3,1,35
1216,1165,166,FL,6,0,38
1216,1203,166,FL,3,0,40
1216,1025,276,DL,6,0,41
1217,1055,275,DL,2,1,32
1217,912,153,FL,6,1,37
1217,1055,270,DL,3,0,37
1217,912,153,FL,7,0,38
1217,1055,270,DL,3,1,38
1218,615,228,DL,7,1,30
1218,605,182,DL,7,1,32
1218,420,154,FL,3,0,36
1218,420,154,FL,5,0,37
1218,605,182,DL,4,0,39
1219,770,189,DL,5,0,30
1219,740,166,FL,6,1,31
1219,770,189,DL,5,1,31
1219,575,130,DL,4,0,32
1219,678,166,FL,4,0,33
1219,740,166,FL,7,0,35
1219,575,130,DL,2,0,39
1219,740,166,FL,1,0,39
1219,575,130,DL,4,0,41
1219,770,189,DL,4,0,41
1221,1218,156,FL,5,0,32
1221,1305,109,DL,2,0,35
1221,1218,156,FL,3,0,40
1221,810,170,DL,2,0,41
1222,795,83,DL,6,0,30
1222,795,83,DL,6,1,32
1222,1020,219,DL,3,0,34
1222,420,171,FL,6,1,36
1222,390,170,FL,1,0,38
1222,390,170,FL,4,0,40
1222,795,83,DL,2,0,40
1223,510,110,DL,4,0,35
1223,510,110,DL,7,0,38
1223,510,110,DL,6,0,41
1224,1025,257,DL,4,0,36
1224,1025,258,DL,4,0,38
1224,780,95,DL,5,1,41
1225,905,120,DL,1,1,30
1225,895,159,FL,7,0,35
1225,906,156,FL,5,1,35
1225,906,156,FL,7,1,39
1226,1089,165,FL,5,0,30
1226,810,103,DL,1,1,31
1226,1089,165,FL,3,1,32
1226,1100,165,FL,7,1,34
1226,1089,165,FL,7,1,35
1226,1100,165,FL,1,1,38
1227,350,115,DL,7,1,34
1227,505,77,DL,5,0,36
1227,390,125,DL,6,0,38
1228,747,138,FL,5,0,32
1228,965,96,DL,5,0,32
1228,655,139,FL,5,0,34
1228,966,99,DL,5,1,34
1228,757,138,FL,4,0,37
1228,757,138,FL,5,0,38
1228,966,99,DL,7,1,38
1228,757,138,FL,7,0,39
1228,965,96,DL,7,1,41
1229,1316,110,DL,1,1,31
1229,1330,106,DL,6,1,31
1229,935,139,FL,4,0,32
1229,1316,110,DL,4,0,34
1229,1330,106,DL,3,1,34
1229,1330,106,DL,7,1,35
1230,615,177,DL,3,0,30
1230,615,176,DL,3,0,39
1230,615,176,DL,1,0,40
1231,835,190,DL,5,1,36
1232,420,221,DL,3,0,37
1233,890,98,DL,5,1,32
1233,890,98,DL,4,1,37
1234,520,122,DL,1,0,41
1235,420,327,DL,2,0,37
1235,680,72,DL,3,1,39
1236,978,72,DL,4,1,40
1236,978,72,DL,2,0,41
1237,890,110,DL,4,0,36
1237,890,110,DL,4,0,37
1237,1048,103,DL,5,0,38
1237,1110,132,DL,6,0,38
1237,890,110,DL,1,1,39
1237,1048,103,DL,4,1,39
1237,1048,103,DL,4,0,41
1238,785,132,DL,3,1,32
1239,1050,298,DL,2,0,30
1239,1050,298,DL,6,0,33
1239,1050,298,DL,4,1,36
1240,1218,82,DL,5,1,30
1240,540,89,FL,6,0,36
1241,383,63,DL,6,0,30
1241,385,65,DL,4,0,31
1241,738,98,FL,4,1,34
1241,737,96,FL,4,0,38
1241,664,97,FL,6,0,39
1241,383,63,DL,6,0,41
1242,665,99,DL,7,0,31
1242,665,99,DL,6,0,31
1242,665,99,DL,2,0,33
1242,665,99,DL,5,0,35
1243,1195,111,DL,3,0,31
1243,1195,111,DL,2,0,41
1244,375,130,DL,1,0,30
1244,428,174,FL,1,0,32
1244,428,174,FL,6,0,36
1244,430,172,FL,3,0,36
1244,428,174,FL,5,0,37
1244,428,174,FL,4,0,41
1245,1277,158,FL,1,0,31
1245,1050,70,DL,4,0,32
1245,1050,70,DL,6,1,32
1245,1259,158,FL,5,0,32
1245,1050,70,DL,4,1,34
1245,1244,158,FL,5,1,34
1245,1277,158,FL,6,1,34
1245,1210,69,DL,2,1,36
1245,1259,158,FL,2,1,37
1245,1050,70,DL,1,1,39
1246,767,114,DL,6,0,35
1248,924,164,FL,4,1,35
1248,350,130,DL,4,0,36
1248,585,107,DL,6,1,38
1248,585,107,DL,6,0,38
1248,350,130,DL,4,0,41
1249,360,192,DL,3,0,41
1250,928,115,FL,7,0,31
1250,1145,110,DL,7,0,31
1250,1145,105,DL,6,1,34
1250,1145,110,DL,4,1,37
1250,910,120,DL,3,0,39
1251,1105,115,FL,1,1,32
1251,1295,245,DL,4,0,34
1251,1295,245,DL,5,0,34
1251,1295,241,DL,1,0,35
1251,1295,241,DL,7,0,37
1251,1295,245,DL,4,0,39
1252,1291,92,DL,6,0,32
1252,1291,88,DL,6,1,33
1252,1291,88,DL,5,1,35
1252,1291,92,DL,7,0,36
1252,1291,86,DL,3,0,37
1252,1291,88,DL,4,1,39
1252,1291,92,DL,7,1,40
1253,990,105,DL,2,1,34
1253,980,104,DL,5,0,36
1254,580,108,DL,4,0,30
1254,600,81,DL,5,0,30
1254,390,83,DL,7,0,31
1254,600,83,DL,2,0,33
1254,580,108,DL,6,0,34
1254,390,83,DL,2,0,36
1254,390,83,DL,6,0,39
1254,600,83,DL,3,0,39
1255,1130,122,DL,1,1,30
1255,1134,121,DL,5,0,30
1255,1134,121,DL,4,1,31
1255,740,136,FL,5,1,34
1255,740,136,FL,6,0,35
1255,665,131,FL,7,0,37
1255,740,136,FL,7,0,37
1255,740,136,FL,3,0,40
1255,1130,122,DL,3,1,41
1256,915,126,DL,2,0,36
1256,915,127,DL,3,1,39
1257,510,94,DL,5,0,35
1257,510,94,DL,3,0,40
1258,645,74,DL,5,0,30
1258,645,74,DL,4,0,32
1258,645,74,DL,2,0,38
1258,645,74,DL,1,0,39
